name,instructions,category,glass,ingredient-1,ingredient-2,ingredient-3,ingredient-4,ingredient-5,ingredient-6,ingredient-7,ingredient-8,ingredient-9,ingredient-10,ingredient-11,ingredient-12,measurement-1,measurement-2,measurement-3,measurement-4,measurement-5,measurement-6,measurement-7,measurement-8,measurement-9,measurement-10,measurement-11,measurement-12
Lumination,Muddle ginger in syrup in mixing glass. Add remaining ingredients and ice and shake. Strain into chilled champagne flute. Add lemon twist.,Rum - Daiquiris,Champagne Flute, Fresh ginger, Simple Syrup, Dark rum, VS cognac," each Fresh lemon juice, Angostura bitters", Lemon twist,,,,,,,2 oz,1 oz,2 oz,1 oz,1 oz,,,,,,,
Jamaica Glow Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Dry Gin, Claret, Orange Juice, Jamaica Rum,,,,,,,,,1 oz,1 oz,1 oz,1 oz,,,,,,,,
Lounge Lizard,Pour rum and amaretto into ice-filled Collins glass. Fill with cola and stir. Garnish with lime.,Rum - Daiquiris,Collins Glass, Dark rum, Amaretto, Cola,,,,,,,,,,1 oz,1/2 oz,, Lime wedge,,,,,,,,
Jack-in-the-Box Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Apple Brandy, Pineapple Juice, Bitters,,,,,,,,,,1 oz,1 oz,1 oz,,,,,,,,,
Irish Whisky Cocktail,Stir with ice and strain into cocktail glass. Serve with an olive.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Triple Sec, Absinthe Substitute, Maraschino, Bitters, Irish Whiskey,,,,,,,,1/2 oz,1/2 oz,1/4 oz,1 oz,2 oz,,,,,,,
Look Out Below,Shake with ice and strain into ice-filled old-fashioned glass.,Rum - Daiquiris,Old-Fashioned Glass, 151-Proof Rum, Fresh Lime Juice, Grenadine,,,,,,,,,,1 1/2 oz,1/2 oz,1/4 oz,,,,,,,,,
Little Princess Cocktail,Shake with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Sweet Vermouth,,,,,,,,,,,1 1/2 oz,1 1/2 oz,,,,,,,,,,
Little Devil Cocktail,Shake with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Gin, Fresh lemon juice, Triple Sec,,,,,,,,,3/4 oz,3/4 oz,1/2 oz,1/4 oz,,,,,,,,
Champs Elysees Cocktail,Shake with ice and strain into chilled cocktail glass.,Brandy,Cocktail Glass, Brandy, Yellow Chartreuse, Fresh lemon juice, Simple Syrup, Angostura Bitters,,,,,,,,1 oz,1/2 oz,1/2 oz,1 oz,1 oz,,,,,,,
Hop Toad Cocktail ,Stir with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Juice of a Lime, Old Mr. Boston Apricot Flavored Brandy, Old Mr. Boston Rum,,,,,,,,,,1/2 oz,3/4 oz,3/4 oz,,,,,,,,,
Level headed Cocktail,Shake with ice and strain into snifter.,Rum - Daiquiris,Brandy Snifter, Aged rhum agricole, Cold brewed coffee, Allspice liqueur (pimento dram), Simple Syrup, Angostura Bitters,,,,,,,,1 1/2 oz,1 oz,1/2 oz,1/4 oz,2 oz,,,,,,,
La Vita Dulce,Shake with ice and strain into chilled cocktail glass. Top with cinnamon.,Rum - Daiquiris,Cocktail Glass, Spiced rum, Mezcal, Fresh Lime Juice, Simple Syrup, Ground cinnamon,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,3/4 oz,,,,,,,,
Hole-in-One Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Desmond & Duff Scotch Whisky, Dry Vermouth, Lemon Juice, Orange Bitters,,,,,,,,,1 3/4 oz,3/4 oz,1/4 oz,1 oz,,,,,,,,
Ko Adang,Shake with ice and strain into ice-filled Collins glass. Garnish with lime.,Rum - Daiquiris,Collins Glass, Dark rum, Coconut rum, Ginger liqueur, Mango nectar, Cream of coconut," Fresh Lime Juice, lime wheel",,,,,,,2 oz,1 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,
Knickerbocker Special Cocktail,Shake with ice and strain into chilled cocktail glass. Garnish with pineapple.,Rum - Daiquiris,Cocktail Glass, Light Rum, Triple Sec, Fresh lemon juice, Orange juice, Raspberry Syrup, Small pineapple slice,,,,,,,2 oz,1/2 oz,1 oz,1 oz,1 oz,,,,,,,
Hair Raiser Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Old Mr. Boston 100 proof Vodka, Old Mr. Boston Rock and Rye, Lemon Juice,,,,,,,,,,1 1/2 oz,1/2 oz,1 oz,,,,,,,,,
Green Opal Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Dry Gin, Old Mr. Boston Anisette , Absinthe Substitute,,,,,,,,,,1/2 oz,1/2 oz,1 oz,,,,,,,,,
Jamaican Ginger,Stir first five ingredients in ice-filled Collins glass. Top with ginger ale. Garnish with lime.,Rum - Daiquiris,Collins Glass, Light Rum, Dark rum, Falernum, Fresh Lime Juice, Angostura Bitters," Ginger ale, lime wheel",,,,,,,1 1/2 oz,1 oz,1/2 oz,1/2 oz,4 oz,,,,,,,
Green Dragon Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Juice of a Lemon, Old Mr. Boston Kummel, Old Mr. Boston Green Creme de Menthe, Old Mr. Boston Dry Gin, Orange Bitters,,,,,,,,1/2 oz,1/2 oz,1/2 oz,1 1/2 oz,4 oz,,,,,,,
Grasshopper Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Green Creme de Menthe, Old Mr. Boston White Creme de Cacao, Light Sweet Cream,,,,,,,,,,3/4 oz,3/4 oz,3/4 oz,,,,,,,,,
Jamaican Crawler,Shake first three ingredients with ice and pour into Collins glass. Add grenadine and stir.,Rum - Daiquiris,Collins Glass, Light Rum, Melon liqueur, Pineapple Juice, Grenadine,,,,,,,,,1 oz,1 oz,3 oz,1 oz,,,,,,,,
Golden Slipper Cocktail,Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top.,Cocktail Classics,Cocktail Glass, Yellow Chartreuse, Old Mr. Boston Apricot Flavored Brandy,,,,,,,,,,,3/4 oz,2 oz,,,,,,,,,,
Jade,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Rum - Daiquiris,Cocktail Glass, Light Rum, Fresh Lime Juice, Green creme de menthe, Triple Sec, Simple Syrup Scant, Lime wheel,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,,
Jacqueline,Shake with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Dark rum, Triple Sec, Fresh Lime Juice, Simple Syrup,,,,,,,,,2 oz,1 oz,1 oz,1 oz,,,,,,,,
Jack Sparrow Flip,Shake without ice. Then shake with ice and strain into highball glass. Top with nutmeg.,Rum - Daiquiris,Highball Glass, Dark rum, Madeira, Simple Syrup, Egg, Angostura Bitters, Freshly grated nutmeg,,,,,,,2 oz,3/4 oz,3/4 oz,1 oz,2 oz,,,,,,,
Irresistible,Shake and strain into cocktail glass. Add lemon twist.,Rum - Daiquiris,Cocktail Glass, Light Rum, Sweet Vermouth, Benedictine, Fresh lemon juice, Lemon twist,,,,,,,,1 1/2 oz,1/2 oz,1/4 oz,1/4 oz,,,,,,,,
Carroll Cocktail,Stir with ice and strain into chilled cocktail glass. Add cherry.,Brandy,Cocktail Glass, Brandy, Sweet Vermouth, Maraschino cherry,,,,,,,,,,1 1/2 oz,3/4 oz,,,,,,,,,,
Hush and Wonder,Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.,Rum - Daiquiris,Cocktail Glass, Creme de violette, Light Rum, Fresh Lime Juice, Simple Syrup, Grapefruit bitters,,,,,,,,1 oz,2 oz,3/4 oz,3/4 oz,3 oz,,,,,,,
Hurricane Leah,"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with orange wheel.",Rum - Daiquiris,Hurricane Glass," each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao", cherry-flavored brandy, Simple Syrup, Fresh lemon juice, Fresh orange juice, Orange wheel,,,,,,,1/4 oz,1 oz,1 1/2 oz,1 1/2 oz,3 oz,,,,,,,
Gimlet Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Rose's Lime Juice, Powdered Sugar, Old Mr. Boston Dry Gin,,,,,,,,,,1 oz,1 oz,1 1/2 oz,,,,,,,,,
Hurricane,Shake with ice and strain into ice-filled hurricane glass. Garnish with orange and cherry.,Rum - Daiquiris,Hurricane Glass," each Dark rum, light rum", Passion Fruit Syrup, Lime Juice, Orange juice," each Simple Syrup, grenadine"," Orange half-wheel, maraschino cherry",,,,,,,1 1/2 oz,1 oz,1 oz,3/4 oz,1/2 oz,,,,,,,
Hop Toad,Shake with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Apricot-Flavored Brandy, Fresh Lime Juice,,,,,,,,,,3/4 oz,3/4 oz,1/2 oz,,,,,,,,,
The Holy Roller,Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.,Rum - Daiquiris,Cocktail Glass, Cachaca, Fresh Lime Juice, Honey Syrup,, Angostura Bitters," Champagne or sparkling wine, mint sprig",,,,,,,1 1/2 oz,3/4 oz,1/2 oz,4 Fresh mint leaves,2 oz,1/2 oz,,,,,,
Hemingway's Nog,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Rum - Daiquiris,Cocktail Glass, Dark rum, Vanilla liqueur, Simple Syrup, Creme fraiche," tiki bitters, such as Bittermen's Elemakule", Freshly grated nutmeg,,,,,,,1 1/2 oz,3/4 oz,1/4 oz,1 oz,3 oz,,,,,,,
Flying Scotchman Cocktail,Stir with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Sweet Vermouth, Desmond & Duff Scotch Whisky, Bitters, Sugar Syrup,,,,,,,,,1 oz,1 oz,1 oz,1/4 oz,,,,,,,,
Flying Grasshopper Cocktail,Stir with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Green Creme de Menthe, Old Mr. Boston White Creme de Cacao, Old Mr. Boston Vodka,,,,,,,,,,3/4 oz,3/4 oz,3/4 oz,,,,,,,,,
Havana Cocktail,Shake with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Pineapple Juice, Fresh lemon juice,,,,,,,,,,3/4 oz,1 1/2 oz,1/4 oz,,,,,,,,,
Harvest Nectar,Shake with ice and strain into ice-filled beer mug.,Rum - Daiquiris,Beer Mug, Light Rum, Pineapple Juice, Cranberry Juice, Orange juice, Lemon-lime soda,,,,,,,,1 1/2 oz,1 oz,1 oz,1 oz,1 oz,,,,,,,
Fancy Brandy Cocktail,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Five Star Brandy, Bitters, Old Mr. Boston Triple Sec, Powdered Sugar,,,,,,,,,2 oz,1 oz,1/4 oz,1/4 oz,,,,,,,,
Fallen Angel Cocktail,Shake with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Classics,Cocktail Glass, Juice of a Lime, Old Mr. Boston Dry Gin, Bitters, Old Mr. Boston White Creme de Menthe,,,,,,,,,1 oz,1 1/2 oz,1 oz,1/2 oz,,,,,,,,
The Poncho,Stir with ice and strain into chilled cocktail glass. Add cherry.,Tequila,Cocktail Glass, Reposado tequila, Dry Vermouth, Maraschino liqueur, Peychaud's Bitters, Maraschino cherry,,,,,,,,2 oz,1/2 oz,1/2 oz,2 oz,,,,,,,,
Hai Karate,Shake with ice and strain into ice-filled Collins glass. Garnish with cherry/orange flag.,Rum - Daiquiris,Collins Glass, Dark rum, Fresh Lime Juice, Pineapple Juice, Orange juice, Maple Syrup, Angostura Bitters,,,,,,,2 oz,1 oz,1 oz,1 oz,1 oz,1 oz,,,,,,
Cara Sposa,Shake with ice and strain into chilled cocktail glass.,Brandy,Cocktail Glass, Coffee-flavored brandy, Triple Sec, half-and-half,,,,,,,,,,1 oz,3/4 oz,1/2 oz,,,,,,,,,
Traditional Martini (Dry),Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Classics,Cocktail Glass, Gin, Dry Vermouth, Orange Bitters,,,,,,,,,,1 oz,1 oz,1 oz, Lemon twist,,,,,,,,
Pina Agave,Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with cucumber slice.,Tequila,Cocktail Glass, Cucumber, Blanco tequila, Pineapple Juice, Fresh lemon juice, Agave nectar," Lemon-lime soda, cucumber slice",,,,,,,2 oz,1 1/2 oz,1 oz,3/4 oz,1/2 oz,,,,,,,
Grande Guignol,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Rum - Daiquiris,Cocktail Glass, Dark rum, Yellow Chartreuse, Cherry Heering, Fresh Lime Juice, Lime wheel,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,3/4 oz,,,,,,,,
Pancho Villa,Stir with ice and strain into chilled cocktail glass. Garnish with grapefruit twist.,Tequila,Cocktail Glass, Anejo tequila, Aperol, Sweet Vermouth, Peach bitters, Grapefruit twist,,,,,,,,1 oz,3/4 oz,3/4 oz,1 oz,,,,,,,,
Paloma (Natural),Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with lime wedge.,Tequila,Collins Glass, Blanco tequila, Fresh white or ruby red grapefruit juice, Soda water,,,,,,,,,,2 oz,2 oz,, Lime wedge,,,,,,,,
Golden Friendship,"Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with orange and cherry.",Rum - Daiquiris,Collins Glass, Light Rum, Sweet Vermouth, Amaretto,," Orange zest spiral, maraschino cherry",,,,,,,,1 oz,1 oz,1 oz, Ginger ale,,,,,,,,
Paloma,Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with lime wedge.,Tequila,Collins Glass, Blanco tequila, Grapefruit-flavored soda, Lime wedge,,,,,,,,,,2 oz,,,,,,,,,,,
Pacific Sunshine,Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with reserved lemon wheel.,Tequila,Hurricane Glass," Lemon wheel, coarse salt", Blanco tequila, Blue curacao, Simple Syrup, Fresh lemon juice, Angostura Bitters,,,,,,,For glass,1 1/2 oz,1 1/2 oz,3/4 oz,3/4 oz,1 oz,,,,,,
Golden Eclipse,Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with apple wedge perched on glass rim.,Rum - Daiquiris,Cocktail Glass, Dark rum, Amaro, Fresh lemon juice, Orange Bitters, Sparkling apple cider, Golden Delicious apple wedge,,,,,,,1 1/2 oz,1/4 oz,1/2 oz,1 oz,3 oz,,,,,,,
Diplomat Cocktail,Stir with ice and strain into cocktail glass. Serve with a half slice of lemon and a cherry.,Cocktail Classics,Cocktail Glass, Dry Vermouth, Sweet Vermouth, Bitters, Maraschino,,,,,,,,,1 1/2 oz,1/2 oz,2 oz,1/2 oz,,,,,,,,
Oldest Temptation,Shake with ice and strain into chilled cocktail glass. Flame lemon twist and add.,Tequila,Cocktail Glass, Anejo tequila, Apple juice, Fresh lemon juice, Triple Sec, Simple Syrup," Angostura Bitters, flamed lemon twist",,,,,,,2 oz,1 oz,1/2 oz,1/2 oz,1/4 oz,1 oz,,,,,,
Ginger Grapefruit Rickey,Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.,Rum - Daiquiris,Highball Glass, Light Rum, Fresh grapefruit juice, Ginger liqueur, Fresh Lime Juice, Soda water,,,,,,,,2 oz,2 oz,1 oz,1/2 oz,,,,,,,,
Calvados Cocktail,Shake with ice and strain into chilled cocktail glass.,Brandy,Cocktail Glass, Calvados, Orange juice, Triple Sec, Orange Bitters,,,,,,,,,1 1/2 oz,1 1/2 oz,3/4 oz,1 oz,,,,,,,,
Daiquiri Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Juice of a Lime, Powdered Sugar, Old Mr. Boston Rum,,,,,,,,,,1 oz,1 oz,1 1/2 oz,,,,,,,,,
The Oaxaca Old-Fashioned,Stir with ice and strain into chilled old-fashioned glass. Flame orange twist and add.,Tequila,Old-Fashioned Glass, Reposado tequila, Mezcal, Agave nectar, Angostura Bitters," Orange twist, flamed",,,,,,,,1 1/2 oz,1/2 oz,1/4 oz,2 oz,,,,,,,,
Cuban Special Cocktail,Shake with ice and strain into cocktail glass. Decorate with stick of pineapple and a cherry.,Cocktail Classics,Cocktail Glass, Pineapple Juice, Juice of a Lime, Old Mr. Boston Rum, Old Mr. Boston Triple Sec,,,,,,,,,1 oz,1/2 oz,1 oz,1/2 oz,,,,,,,,
Gaugin,Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Add cherry.,Rum - Daiquiris,Old-Fashioned Glass, Light Rum, Fresh lemon juice, Fresh Lime Juice, Passion Fruit Syrup, Maraschino cherry,,,,,,,,2 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,,,
The Nomad South,Shake well with ice and strain into ice-filled old-fashioned glass.,Tequila,Old-Fashioned Glass, Blanco tequila, Orange juice, Blood orange juice, Agave nectar, Fresh Lime Juice, Whiskey barrel bitters,,,,,,,2 oz,1 oz,1/2 oz,1/2 oz,1/2 oz,1 oz,,,,,,
Creole Lady Cocktail,Stir with ice and strain into cocktail glass. Serve with one green and one red cherry.,Cocktail Classics,Cocktail Glass, Old Kentucky Tavern Bourbon Whiskey, Madeira, Grenadine,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 oz,,,,,,,,,
No. 8,Stir with ice and strain into chilled cocktail glass. Garnish with lemon twist.,Tequila,Cocktail Glass, Reposado tequila, Palo cortado or oloroso sherry, Honey liqueur, Orange Bitters, Lemon twist,,,,,,,,2 oz,3/4 oz,1/2 oz,2 oz,,,,,,,,
Fog Cutter,Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.,Rum - Daiquiris,Collins Glass, Light Rum, Brandy, Gin, Fresh lemon juice, each Orange juice and sweet sherry, Almond or orgeat syrup,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1 1/2 oz,1 oz,1 1/2 oz,,,,,,
Mexicola,Pour tequila and lime juice into ice-filled Collins glass. Fill with cola and stir.,Tequila,Collins Glass, Blanco tequila, Fresh Lime Juice,,,,,,,,,,,2 oz,1/2 oz, Cola,,,,,,,,,
Floridita No. 3,Shake with ice and strain into chilled champagne flute. Garnish with lime wheel.,Rum - Daiquiris,Champagne Flute, Light Rum, Fresh Lime Juice, Grapefruit Juice, Maraschino liqueur, Simple Syrup, Lime wheel,,,,,,,2 oz,3/4 oz,1/2 oz,1/2 oz,1/2 oz,,,,,,,
Mexican Monk,Stir well with ice and strain into chilled cocktail glass. Add lemon twist.,Tequila,Cocktail Glass, Reposado tequila, Dry Sherry, Coffee liqueur, Benedictine, Lemon twist,,,,,,,,2 oz,1/2 oz,1/4 oz,1/4 oz,,,,,,,,
Floridita No. 1,Shake with ice and strain into chilled cocktail glass. Add lime twist.,Rum - Daiquiris,Cocktail Glass, Light Rum, Fresh Lime Juice, Sweet Vermouth, White creme de cacao, Grenadine, Lime twist,,,,,,,1 1/2 oz,1/2 oz,1/2 oz,1 oz,1 oz,,,,,,,
Mexican Madras,Shake with ice and strain into old-fashioned glass. Garnish with orange.,Tequila,Old-Fashioned Glass, Blanco tequila, Cranberry Juice, Orange juice, Fresh Lime Juice, Orange wheel,,,,,,,,1 1/2 oz,2 oz,1 oz,1/4 oz,,,,,,,,
Cadiz,Shake with ice and strain into ice-filled old-fashioned glass.,Brandy,Old-Fashioned Glass, Blackberry-flavored brandy, Dry Sherry, Triple Sec, half-and-half,,,,,,,,,1/4 oz,1/4 oz,1/2 oz,1/2 oz,,,,,,,,
Chocolate Soldier Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Juice of a Lime, Dubonnet, Old Mr. Boston Dry Gin,,,,,,,,,,1/2 oz,3/4 oz,1 1/2 oz,,,,,,,,,
Fireman's Sour,"Shake first four ingredients with ice and strain into chilled old-fashioned glass. Fill with soda water, if desired. Garnish with lemon and cherry.",Rum - Daiquiris,Old-Fashioned Glass, Light Rum, Fresh Lime Juice, Simple Syrup, Grenadine, Soda water (optional)," Lemon half-wheel, maraschino cherry",,,,,,,2 oz,2 oz,1/4 oz,1/4 oz,,,,,,,,
Fat Like Buddha,Stir with ice and strain into chilled cocktail glass. Flame orange twist and add.,Rum - Daiquiris,Cocktail Glass, Dark rum, Dubonnet Rouge, Benedictine, Triple Sec," Orange twist, flamed",,,,,,,,2 oz,3/4 oz,1/4 oz,1/4 oz,,,,,,,,
Cherry Blossom Cocktail,Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Add a Maraschino cherry.,Cocktail Classics,Cocktail Glass, Old Mr. Boston Five Star Brandy, Old Mr. Boston Wild Cherry Flavored Brandy, Old Mr. Boston Triple Sec, Grenadine, Lemon Juice,,,,,,,,1 1/2 oz,1/2 oz,1 1/2 oz,1 1/2 oz,2 oz,,,,,,,
Fair-and-Warmer Cocktail,Stir with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Sweet Vermouth, Triple Sec,,,,,,,,,,1 1/2 oz,3/4 oz,1/2 oz,,,,,,,,,
Chelsea Sidecar Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Juice of a Lemon, Old Mr. Boston Triple Sec, Old Mr. Boston Dry Gin,,,,,,,,,,1/4 oz,3/4 oz,3/4 oz,,,,,,,,,
Mexican Firing Squad,Shake and strain into ice-filled highball glass. Garnish with lime.,Tequila,Highball Glass, Blanco tequila, Simple Syrup, Fresh Lime Juice, pomegranate molasses (available at Middle Eastern grocers), Angostura Bitters, Lime wheel,,,,,,,2 oz,1 oz,3/4 oz,1 oz,2 oz,,,,,,,
Mexicana,Shake with ice and strain into chilled cocktail glass.,Tequila,Cocktail Glass, Blanco tequila, Fresh lemon juice, Pineapple Juice, Grenadine,,,,,,,,,1/2 oz,1 oz,1/2 oz,1 oz,,,,,,,,
El Presidente Cocktail No. 2,Stir with ice and strain into chilled cocktail glass.,Rum - Daiquiris,Cocktail Glass, Light Rum, Dry Vermouth, Angostura Bitters,,,,,,,,,,1 1/2 oz,3/4 oz,1 oz,,,,,,,,,
Margarita Tequila,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients and ice and strain into glass.,Shooters,Cocktail Glass," Lime wedge, coarse salt", Blanco tequila, Cointreau triple sec, Fresh Lime Juice,,,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,,,,,,,,
Lillypad,Shake with ice and strain into chilled cocktail glass. Garnish with blood orange wheel.,Tequila,Cocktail Glass, Blanco tequila, each Lillet Blanc and Lillet Rouge, Apple juice, Fresh Lime Juice, Agave nectar, Blood orange wheel,,,,,,,1 1/2 oz,1/2 oz,1 1/2 oz,3/4 oz,1/4 oz,,,,,,,
X. Y. Z. Cocktail,Shake with ice and strain into cocktail glass.,Cocktail Classics,Cocktail Glass, Lemon Juice, Old Mr. Boston Triple Sec, Old Mr. Boston Rum,,,,,,,,,,1 oz,1/2 oz,1 oz,,,,,,,,,
